"","latitude","longitude","bright_ti4","scan","track","acq_date","acq_time","satellite","confidence","version","bright_ti5","frp","daynight"
"1",41.25547,31.41381,310.15,0.41,0.61,"2022-10-13",41,1,"nominal","2.0NRT",283.94,2.13,"N"
"2",40.76072,29.76006,296.04,0.35,0.57,"2022-10-13",41,1,"nominal","2.0NRT",284.7,0.69,"N"
"3",40.7588,29.75963,302.47,0.35,0.57,"2022-10-13",41,1,"nominal","2.0NRT",284.64,0.8,"N"
"4",40.18486,29.22404,297.25,0.34,0.56,"2022-10-13",41,1,"nominal","2.0NRT",284.29,0.47,"N"
"5",39.48631,30.03909,310.34,0.39,0.59,"2022-10-13",41,1,"nominal","2.0NRT",279.76,1.79,"N"
"6",39.86434,26.24454,297.94,0.49,0.49,"2022-10-13",43,1,"nominal","2.0NRT",285.14,0.72,"N"
"7",38.65944,30.61884,296.95,0.44,0.63,"2022-10-13",43,1,"nominal","2.0NRT",279.8,0.77,"N"
"8",38.75529,26.95039,301.63,0.57,0.52,"2022-10-13",43,1,"nominal","2.0NRT",284.73,0.54,"N"
"9",38.74469,26.93221,301.4,0.57,0.52,"2022-10-13",43,1,"nominal","2.0NRT",284.48,1.24,"N"
"10",38.73707,26.94288,303.7,0.57,0.52,"2022-10-13",43,1,"nominal","2.0NRT",287.84,1.92,"N"
"11",31.141,29.85416,306.7,0.64,0.72,"2022-10-13",43,1,"nominal","2.0NRT",288.54,0.78,"N"
"12",31.12471,29.81262,301.93,0.63,0.72,"2022-10-13",43,1,"nominal","2.0NRT",288.84,1.98,"N"
"13",31.09573,29.86508,301.66,0.64,0.72,"2022-10-13",43,1,"nominal","2.0NRT",289.39,1.33,"N"
"14",30.61737,31.25282,300.83,0.79,0.78,"2022-10-13",45,1,"nominal","2.0NRT",286.53,1.87,"N"
"15",30.61505,31.26065,305.68,0.79,0.78,"2022-10-13",45,1,"nominal","2.0NRT",287.86,1.87,"N"
"16",31.03005,29.75339,304.67,0.63,0.72,"2022-10-13",45,1,"nominal","2.0NRT",289.46,1.09,"N"
"17",31.11256,27.41212,299.22,0.46,0.64,"2022-10-13",45,1,"nominal","2.0NRT",287.73,0.47,"N"
"18",30.89723,27.33936,307.2,0.47,0.64,"2022-10-13",45,1,"nominal","2.0NRT",286.79,1.34,"N"
"19",30.89601,27.34404,298.76,0.47,0.64,"2022-10-13",45,1,"nominal","2.0NRT",286.79,1,"N"
"20",30.53788,28.49008,311.89,0.55,0.68,"2022-10-13",45,1,"nominal","2.0NRT",287.02,1.24,"N"
"21",30.85168,27.22889,306.43,0.46,0.64,"2022-10-13",45,1,"nominal","2.0NRT",286.01,0.58,"N"
"22",30.71761,27.67054,300.08,0.49,0.65,"2022-10-13",45,1,"nominal","2.0NRT",286.85,0.51,"N"
"23",30.81722,27.26713,299.32,0.46,0.64,"2022-10-13",45,1,"nominal","2.0NRT",286.46,0.56,"N"
"24",30.8368,27.00521,297.02,0.45,0.63,"2022-10-13",45,1,"nominal","2.0NRT",286.66,0.52,"N"
"25",30.8351,27.00451,299.06,0.45,0.63,"2022-10-13",45,1,"nominal","2.0NRT",286.67,0.79,"N"
"26",30.77391,27.1013,309.2,0.45,0.63,"2022-10-13",45,1,"nominal","2.0NRT",287.27,1.47,"N"
"27",30.77274,27.10586,307.55,0.45,0.63,"2022-10-13",45,1,"nominal","2.0NRT",288.14,1.5,"N"
"28",30.74338,27.19586,297.71,0.46,0.64,"2022-10-13",45,1,"nominal","2.0NRT",286.82,0.47,"N"
"29",30.85621,26.61729,318.21,0.42,0.61,"2022-10-13",45,1,"nominal","2.0NRT",287.13,2.11,"N"
"30",30.82394,26.4695,298.43,0.42,0.61,"2022-10-13",45,1,"nominal","2.0NRT",287.26,0.42,"N"
"31",30.67488,26.36646,301.4,0.41,0.61,"2022-10-13",45,1,"nominal","2.0NRT",287.18,0.51,"N"
"32",30.66949,26.36465,305.09,0.41,0.61,"2022-10-13",45,1,"nominal","2.0NRT",287.03,0.51,"N"
"33",30.66952,26.36523,307.98,0.41,0.61,"2022-10-13",45,1,"nominal","2.0NRT",287.18,0.75,"N"
"34",30.37519,27.23687,297.33,0.47,0.64,"2022-10-13",45,1,"nominal","2.0NRT",285.85,0.65,"N"
"35",30.37195,27.22557,297.25,0.47,0.64,"2022-10-13",45,1,"nominal","2.0NRT",285.7,0.99,"N"
"36",30.37072,27.23027,309.02,0.47,0.64,"2022-10-13",45,1,"nominal","2.0NRT",286.39,0.99,"N"
"37",30.53776,26.07842,321.6,0.4,0.6,"2022-10-13",45,1,"nominal","2.0NRT",287.15,2.65,"N"
"38",30.53675,26.08244,308.68,0.4,0.6,"2022-10-13",45,1,"nominal","2.0NRT",287.86,1.54,"N"
"39",30.53141,26.08072,303.27,0.4,0.6,"2022-10-13",45,1,"nominal","2.0NRT",287.28,1.54,"N"
"40",30.53602,26.08031,329.65,0.4,0.6,"2022-10-13",45,1,"nominal","2.0NRT",288.09,2.21,"N"
"41",30.53404,26.08841,300.99,0.4,0.6,"2022-10-13",45,1,"nominal","2.0NRT",287.66,1.29,"N"
"42",29.87736,27.93653,297.83,0.53,0.67,"2022-10-13",45,1,"nominal","2.0NRT",287.66,0.88,"N"
"43",29.8553,27.94598,313.39,0.53,0.67,"2022-10-13",45,1,"nominal","2.0NRT",288.62,1.78,"N"
"44",29.82293,27.96936,307.87,0.54,0.68,"2022-10-13",45,1,"nominal","2.0NRT",287.36,2.07,"N"
"45",29.82223,27.97188,318.96,0.54,0.68,"2022-10-13",45,1,"nominal","2.0NRT",287.43,1.58,"N"
"46",59.15095,37.86349,338.23,0.42,0.45,"2022-10-13",37,1,"nominal","2.0NRT",271.49,15.52,"N"
"47",59.14922,37.87007,311.1,0.42,0.45,"2022-10-13",37,1,"nominal","2.0NRT",281.81,17.77,"N"
"48",59.13509,37.79862,298.35,0.42,0.45,"2022-10-13",37,1,"nominal","2.0NRT",271.33,2.07,"N"
"49",59.13307,37.78843,338.66,0.42,0.45,"2022-10-13",37,1,"nominal","2.0NRT",273.39,2.07,"N"
"50",59.13135,37.79496,316.02,0.42,0.45,"2022-10-13",37,1,"nominal","2.0NRT",271.89,2.07,"N"
"51",59.13087,37.7874,303.31,0.42,0.45,"2022-10-13",37,1,"nominal","2.0NRT",271.25,1.25,"N"
"52",60.52349,28.12604,328.36,0.38,0.36,"2022-10-13",37,1,"nominal","2.0NRT",275.99,6.41,"N"
"53",60.52238,28.13277,310.76,0.38,0.36,"2022-10-13",37,1,"nominal","2.0NRT",278.83,6.41,"N"
"54",59.38615,28.45811,299.34,0.39,0.36,"2022-10-13",37,1,"nominal","2.0NRT",274.29,1.19,"N"
"55",53.72928,42.05342,306.24,0.45,0.63,"2022-10-13",37,1,"nominal","2.0NRT",270.5,2.02,"N"
"56",53.72812,42.05265,304.96,0.45,0.63,"2022-10-13",37,1,"nominal","2.0NRT",270.61,1.3,"N"
"57",53.72611,42.05853,295.24,0.45,0.63,"2022-10-13",37,1,"nominal","2.0NRT",271.15,1.36,"N"
"58",52.56689,39.6974,297.2,0.41,0.6,"2022-10-13",37,1,"nominal","2.0NRT",277.68,0.59,"N"
"59",52.56518,39.70271,297.77,0.41,0.6,"2022-10-13",37,1,"nominal","2.0NRT",277.6,0.59,"N"
"60",52.56121,39.61699,298.89,0.4,0.6,"2022-10-13",37,1,"nominal","2.0NRT",276.89,1.25,"N"
"61",52.55948,39.62233,297.85,0.4,0.6,"2022-10-13",37,1,"nominal","2.0NRT",279.43,1.35,"N"
"62",52.55629,39.61268,348.54,0.4,0.6,"2022-10-13",37,1,"nominal","2.0NRT",280.25,6.46,"N"
"63",52.56143,39.59674,297.88,0.4,0.6,"2022-10-13",37,1,"nominal","2.0NRT",278.79,1.06,"N"
"64",52.55973,39.60203,296.67,0.4,0.6,"2022-10-13",37,1,"nominal","2.0NRT",277.42,1.06,"N"
"65",52.5494,39.63401,308.75,0.4,0.6,"2022-10-13",37,1,"nominal","2.0NRT",276.48,1.04,"N"
"66",52.5462,39.62438,297.31,0.4,0.6,"2022-10-13",37,1,"nominal","2.0NRT",279.42,1.04,"N"
"67",52.53955,39.62543,332.06,0.4,0.6,"2022-10-13",37,1,"nominal","2.0NRT",277.47,5.5,"N"
"68",52.53782,39.63076,331.26,0.41,0.6,"2022-10-13",37,1,"nominal","2.0NRT",279.91,5.71,"N"
"69",52.55836,39.5672,311.44,0.4,0.6,"2022-10-13",37,1,"nominal","2.0NRT",276.2,1.32,"N"
"70",52.55669,39.57236,298.79,0.4,0.6,"2022-10-13",37,1,"nominal","2.0NRT",277.73,1.32,"N"
"71",53.4455,34.41921,312.43,0.48,0.48,"2022-10-13",37,1,"nominal","2.0NRT",276.31,1.9,"N"
"72",53.4414,34.41627,302.38,0.48,0.48,"2022-10-13",37,1,"nominal","2.0NRT",276.96,1.61,"N"
"73",51.25888,37.75702,301.78,0.38,0.59,"2022-10-13",39,1,"nominal","2.0NRT",276.72,1.97,"N"
"74",51.25736,37.76184,308.15,0.38,0.59,"2022-10-13",39,1,"nominal","2.0NRT",280.08,2.15,"N"
"75",51.25993,37.76258,322.85,0.38,0.59,"2022-10-13",39,1,"nominal","2.0NRT",283.68,2.86,"N"
"76",51.14206,37.92582,308.05,0.39,0.59,"2022-10-13",39,1,"nominal","2.0NRT",274.82,1.12,"N"
"77",51.1405,37.93079,302.19,0.39,0.59,"2022-10-13",39,1,"nominal","2.0NRT",276.49,1.12,"N"
"78",50.6111,36.55458,296.4,0.36,0.57,"2022-10-13",39,1,"nominal","2.0NRT",278.58,1.08,"N"
"79",48.47293,34.62627,295.44,0.35,0.57,"2022-10-13",39,1,"nominal","2.0NRT",278.23,0.92,"N"
"80",47.88182,33.3962,296.59,0.32,0.55,"2022-10-13",39,1,"nominal","2.0NRT",278.71,0.51,"N"
"81",47.87728,33.41224,304.46,0.32,0.55,"2022-10-13",39,1,"nominal","2.0NRT",281.24,1.11,"N"
"82",47.86689,33.42945,342.19,0.32,0.55,"2022-10-13",39,1,"nominal","2.0NRT",281.21,3.14,"N"
"83",46.95743,31.0874,295.54,0.55,0.51,"2022-10-13",39,1,"nominal","2.0NRT",276.41,1.53,"N"
"84",46.95126,31.09173,298.96,0.55,0.51,"2022-10-13",39,1,"nominal","2.0NRT",277.16,1.53,"N"
"85",44.83806,37.67531,300.39,0.62,0.72,"2022-10-13",39,1,"nominal","2.0NRT",277.65,1.19,"N"
"86",44.73634,37.79982,299.6,0.63,0.72,"2022-10-13",39,1,"nominal","2.0NRT",279.52,3.01,"N"
"87",44.73387,37.80697,309.67,0.63,0.72,"2022-10-13",39,1,"nominal","2.0NRT",283.01,3.4,"N"
"88",44.73502,37.80629,318.57,0.64,0.72,"2022-10-13",39,1,"nominal","2.0NRT",284.56,4.19,"N"
"89",45.51359,29.43667,344.01,0.5,0.49,"2022-10-13",41,1,"nominal","2.0NRT",284.54,10.85,"N"
"90",45.51205,29.44279,295.56,0.5,0.49,"2022-10-13",41,1,"nominal","2.0NRT",276.18,1.41,"N"
