"","latitude","longitude","bright_ti4","scan","track","acq_date","acq_time","satellite","confidence","version","bright_ti5","frp","daynight"
"1",41.79621,26.70365,297.19,0.39,0.44,"2023-04-18",37,1,"nominal","2.0NRT",279.6,1.18,"N"
"2",39.86629,26.24202,296.64,0.41,0.45,"2023-04-18",37,1,"nominal","2.0NRT",283.22,0.93,"N"
"3",39.86526,26.24667,303.26,0.41,0.45,"2023-04-18",37,1,"nominal","2.0NRT",285.66,1.08,"N"
"4",38.80391,26.93656,296.29,0.47,0.47,"2023-04-18",37,1,"nominal","2.0NRT",285.56,1.24,"N"
"5",38.75366,26.95006,315.23,0.47,0.48,"2023-04-18",37,1,"nominal","2.0NRT",285.17,1.47,"N"
"6",38.74102,26.94513,306.14,0.47,0.48,"2023-04-18",37,1,"nominal","2.0NRT",282.95,0.89,"N"
"7",38.73625,26.96598,298.58,0.47,0.48,"2023-04-18",37,1,"nominal","2.0NRT",282.61,0.54,"N"
"8",38.73561,26.94872,299.71,0.47,0.48,"2023-04-18",37,1,"nominal","2.0NRT",284.88,1.05,"N"
"9",38.42722,27.21752,295.97,0.49,0.49,"2023-04-18",37,1,"nominal","2.0NRT",280.89,0.79,"N"
"10",37.25502,30.44439,296.04,0.39,0.59,"2023-04-18",37,1,"nominal","2.0NRT",274.22,0.93,"N"
"11",36.93471,30.64589,295.53,0.41,0.6,"2023-04-18",37,1,"nominal","2.0NRT",282.17,0.76,"N"
"12",36.93397,30.64777,304.02,0.41,0.6,"2023-04-18",37,1,"nominal","2.0NRT",282.56,0.55,"N"
"13",31.47629,31.74413,308.09,0.65,0.73,"2023-04-18",39,1,"nominal","2.0NRT",286.86,0.72,"N"
"14",31.47826,31.7445,305.94,0.65,0.73,"2023-04-18",39,1,"nominal","2.0NRT",286.9,1.72,"N"
"15",31.41878,31.36331,302.12,0.62,0.71,"2023-04-18",39,1,"nominal","2.0NRT",285.12,1.1,"N"
"16",31.41251,31.3609,300.73,0.62,0.71,"2023-04-18",39,1,"nominal","2.0NRT",285.54,1.1,"N"
"17",31.12271,29.80954,305.68,0.51,0.66,"2023-04-18",39,1,"nominal","2.0NRT",290.2,0.96,"N"
"18",31.1213,29.81473,301.88,0.51,0.66,"2023-04-18",39,1,"nominal","2.0NRT",288.95,0.96,"N"
"19",31.14138,29.85467,303.78,0.52,0.67,"2023-04-18",39,1,"nominal","2.0NRT",288.47,0.33,"N"
"20",31.1262,29.81484,304.64,0.51,0.66,"2023-04-18",39,1,"nominal","2.0NRT",288.5,0.7,"N"
"21",31.12034,29.8127,302.51,0.51,0.66,"2023-04-18",39,1,"nominal","2.0NRT",289.33,1.47,"N"
