"","latitude","longitude","bright_ti4","scan","track","acq_date","acq_time","satellite","confidence","version","bright_ti5","frp","daynight"
"1",59.14873,37.86966,330.94,0.52,0.5,"2022-09-21",50,1,"nominal","2.0NRT",270.15,3.78,"N"
"2",59.13153,37.81939,299.56,0.52,0.5,"2022-09-21",50,1,"nominal","2.0NRT",277.42,1.76,"N"
"3",59.13449,37.79111,302.54,0.52,0.5,"2022-09-21",50,1,"nominal","2.0NRT",275.07,3.52,"N"
"4",59.13047,37.7867,338.08,0.52,0.5,"2022-09-21",50,1,"nominal","2.0NRT",277.74,3.52,"N"
"5",59.53152,34.14194,300.17,0.39,0.44,"2022-09-21",50,1,"nominal","2.0NRT",277.55,1.92,"N"
"6",59.52995,34.14815,319.63,0.39,0.44,"2022-09-21",50,1,"nominal","2.0NRT",282.52,1.92,"N"
"7",60.92274,26.03049,300.83,0.39,0.36,"2022-09-21",50,1,"nominal","2.0NRT",276.37,0.71,"N"
"8",56.35153,34.21601,301.01,0.5,0.49,"2022-09-21",50,1,"nominal","2.0NRT",276.11,0.77,"N"
"9",54.24699,38.87187,296.31,0.43,0.62,"2022-09-21",50,1,"nominal","2.0NRT",276.08,0.81,"N"
"10",52.66454,39.62883,295.61,0.52,0.67,"2022-09-21",52,1,"nominal","2.0NRT",278.47,0.9,"N"
"11",52.56229,39.61251,302.16,0.53,0.67,"2022-09-21",52,1,"nominal","2.0NRT",279.44,2.33,"N"
"12",52.55983,39.61929,309.34,0.53,0.67,"2022-09-21",52,1,"nominal","2.0NRT",282.54,2.33,"N"
"13",52.56184,39.5939,296.78,0.53,0.67,"2022-09-21",52,1,"nominal","2.0NRT",280.97,2.13,"N"
"14",52.54709,39.63442,298.57,0.53,0.67,"2022-09-21",52,1,"nominal","2.0NRT",280.1,1.62,"N"
"15",52.54663,39.6158,301.15,0.53,0.67,"2022-09-21",52,1,"nominal","2.0NRT",279.55,1.34,"N"
"16",52.54173,39.62926,318.24,0.53,0.67,"2022-09-21",52,1,"nominal","2.0NRT",281.06,1.57,"N"
"17",52.55835,39.56377,309.49,0.52,0.67,"2022-09-21",52,1,"nominal","2.0NRT",276.5,3.86,"N"
"18",52.55598,39.57027,318.57,0.53,0.67,"2022-09-21",52,1,"nominal","2.0NRT",281.16,5.23,"N"
"19",52.54127,39.61065,298.83,0.53,0.67,"2022-09-21",52,1,"nominal","2.0NRT",280.47,1.34,"N"
"20",52.53637,39.62407,295.1,0.53,0.67,"2022-09-21",52,1,"nominal","2.0NRT",279.16,1.57,"N"
"21",52.56078,39.61663,319.71,0.53,0.67,"2022-09-21",52,1,"nominal","2.0NRT",281.96,2.75,"N"
"22",52.54813,39.63181,303.18,0.53,0.67,"2022-09-21",52,1,"nominal","2.0NRT",280.35,1.41,"N"
"23",52.56209,39.57273,317.19,0.53,0.67,"2022-09-21",52,1,"nominal","2.0NRT",278.84,3.19,"N"
