"","latitude","longitude","bright_ti4","scan","track","acq_date","acq_time","satellite","confidence","version","bright_ti5","frp","daynight"
"1",39.2583,141.22615,351.79,0.48,0.64,"2022-11-28",236,1,"nominal","2.0NRT",284.52,8.48,"D"
"2",39.25806,141.22945,340.7,0.48,0.64,"2022-11-28",236,1,"nominal","2.0NRT",282.02,6.18,"D"
"3",40.53374,141.50691,355.41,0.42,0.61,"2022-11-28",236,1,"nominal","2.0NRT",284.23,8.93,"D"
"4",27.24694,140.88306,329.67,0.5,0.49,"2022-11-28",412,1,"nominal","2.0NRT",297.97,6.42,"D"
"5",33.08467,131.85901,331.15,0.38,0.36,"2022-11-28",414,1,"nominal","2.0NRT",295.96,3.55,"D"
"6",33.2608,131.65367,330.68,0.38,0.36,"2022-11-28",414,1,"nominal","2.0NRT",296.26,3.05,"D"
"7",33.26017,131.64958,332.29,0.38,0.36,"2022-11-28",414,1,"nominal","2.0NRT",298.99,3.05,"D"
"8",34.22599,135.12251,332.69,0.45,0.39,"2022-11-28",414,1,"nominal","2.0NRT",295.46,4.81,"D"
"9",34.22956,135.12187,334,0.45,0.39,"2022-11-28",414,1,"nominal","2.0NRT",296.69,4.81,"D"
"10",33.78227,131.0014,325.41,0.39,0.36,"2022-11-28",414,1,"nominal","2.0NRT",296.14,0.73,"D"
"11",33.78556,131.00066,325.78,0.39,0.36,"2022-11-28",414,1,"nominal","2.0NRT",295.76,0.84,"D"
"12",33.79805,130.99353,332.25,0.39,0.36,"2022-11-28",414,1,"nominal","2.0NRT",297.7,4,"D"
"13",34.34547,133.84041,329.97,0.41,0.37,"2022-11-28",414,1,"nominal","2.0NRT",297.74,3.26,"D"
"14",34.05652,131.78491,328.91,0.38,0.36,"2022-11-28",414,1,"nominal","2.0NRT",297.74,3.41,"D"
"15",33.94217,130.82832,332.03,0.39,0.36,"2022-11-28",414,1,"nominal","2.0NRT",297.72,3.57,"D"
"16",34.48921,133.71368,343.07,0.41,0.37,"2022-11-28",414,1,"nominal","2.0NRT",296.86,6.21,"D"
"17",34.45514,133.43192,327.32,0.4,0.37,"2022-11-28",414,1,"nominal","2.0NRT",296.5,2.54,"D"
"18",34.45851,133.43124,326.55,0.4,0.37,"2022-11-28",414,1,"nominal","2.0NRT",294.27,2.54,"D"
"19",34.46584,133.43427,334.4,0.4,0.37,"2022-11-28",414,1,"nominal","2.0NRT",295.76,5.21,"D"
"20",34.46921,133.43361,326.61,0.4,0.37,"2022-11-28",414,1,"nominal","2.0NRT",294.23,2.85,"D"
"21",34.46862,133.42921,329.62,0.4,0.37,"2022-11-28",414,1,"nominal","2.0NRT",296.61,2.85,"D"
"22",34.51463,133.74641,325.28,0.41,0.37,"2022-11-28",414,1,"low","2.0NRT",297.03,2.47,"D"
"23",34.17077,131.21962,327.32,0.38,0.36,"2022-11-28",414,1,"nominal","2.0NRT",292.97,4.55,"D"
"24",34.71361,134.82103,331.51,0.45,0.39,"2022-11-28",414,1,"nominal","2.0NRT",295.84,3.83,"D"
"25",34.72069,134.81975,328.92,0.45,0.39,"2022-11-28",414,1,"nominal","2.0NRT",296.81,3.78,"D"
"26",35.08092,128.99065,325.76,0.41,0.37,"2022-11-28",414,1,"nominal","2.0NRT",286.55,2.02,"D"
"27",66.66537,80.45776,322.68,0.46,0.64,"2022-11-28",425,1,"nominal","2.0NRT",257.38,2.66,"N"
"28",26.09041,105.16679,330.52,0.45,0.39,"2022-11-28",554,1,"low","2.0NRT",304.33,4.13,"D"
"29",26.65047,108.38061,336.49,0.38,0.36,"2022-11-28",554,1,"nominal","2.0NRT",294.67,5.33,"D"
"30",26.3082,106.23865,326.73,0.41,0.37,"2022-11-28",554,1,"nominal","2.0NRT",300.71,2.02,"D"
"31",26.30536,106.18002,342.86,0.42,0.37,"2022-11-28",554,1,"nominal","2.0NRT",300.96,5.5,"D"
"32",26.30876,106.17935,344.1,0.42,0.37,"2022-11-28",554,1,"nominal","2.0NRT",299.13,5.5,"D"
"33",25.8801,103.65987,335.47,0.54,0.42,"2022-11-28",554,1,"nominal","2.0NRT",302.23,10.72,"D"
"34",26.38208,106.30362,326.08,0.41,0.37,"2022-11-28",554,1,"nominal","2.0NRT",300.85,2.22,"D"
"35",26.26457,105.38879,326.17,0.44,0.39,"2022-11-28",554,1,"nominal","2.0NRT",296.25,2.02,"D"
"36",26.41606,106.2304,342.54,0.41,0.37,"2022-11-28",554,1,"nominal","2.0NRT",303.63,9.61,"D"
"37",26.42749,105.25967,329.64,0.45,0.39,"2022-11-28",554,1,"nominal","2.0NRT",295.08,4.17,"D"
"38",26.42673,105.25529,329.53,0.45,0.39,"2022-11-28",554,1,"nominal","2.0NRT",300.71,3.88,"D"
"39",26.38822,104.33223,330.27,0.49,0.4,"2022-11-28",554,1,"nominal","2.0NRT",299.95,3.65,"D"
"40",26.56573,105.23683,331.52,0.45,0.39,"2022-11-28",554,1,"nominal","2.0NRT",299.22,4.18,"D"
"41",26.59576,104.94918,335.92,0.46,0.39,"2022-11-28",554,1,"nominal","2.0NRT",299.52,3.89,"D"
"42",26.59444,104.94667,332.65,0.46,0.39,"2022-11-28",554,1,"nominal","2.0NRT",297.9,3.98,"D"
"43",26.58936,104.87731,331.55,0.46,0.39,"2022-11-28",554,1,"nominal","2.0NRT",298.3,2.67,"D"
"44",26.99668,107.10941,330.09,0.39,0.36,"2022-11-28",554,1,"nominal","2.0NRT",293.28,2.75,"D"
"45",26.27645,102.64409,331.34,0.4,0.44,"2022-11-28",554,1,"nominal","2.0NRT",297.5,3.68,"D"
"46",26.2771,102.64418,328.6,0.4,0.44,"2022-11-28",554,1,"nominal","2.0NRT",297.41,2.27,"D"
"47",27.15462,107.48265,326.24,0.39,0.36,"2022-11-28",554,1,"nominal","2.0NRT",301.18,2.61,"D"
"48",27.38167,108.33869,331.24,0.38,0.36,"2022-11-28",554,1,"nominal","2.0NRT",296.09,2.2,"D"
"49",25.28899,97.24401,330.38,0.45,0.63,"2022-11-28",554,1,"nominal","2.0NRT",291.9,3.44,"D"
"50",25.7791,99.23135,332.84,0.33,0.55,"2022-11-28",554,1,"nominal","2.0NRT",292.42,2.01,"D"
"51",26.47848,102.53346,328.52,0.4,0.45,"2022-11-28",554,1,"nominal","2.0NRT",298.57,2.12,"D"
"52",26.90681,104.83178,340.29,0.46,0.39,"2022-11-28",554,1,"nominal","2.0NRT",296.9,3.75,"D"
