Date,Russia_Total,Change,Ukraine_Total,Change,Ratio RU/UA,Russia_Destroyed,Ukraine_Destroyed,,Russia_Damaged,Ukraine_Damaged,,Russia_Abandoned,Ukraine_Abandoned,,Russia_Captured,Ukraine_Captured,,Russia_Tanks,Ukraine_Tanks,Russia_Tank_Capture,Ukraine_Tank_Capture,,Russia_AFV,Ukraine_AFV,Russia_AFV_Capture,Ukraine_AFV_Capture,,Russia_IFV,Ukraine_IFV,,Russia_APC,Ukraine_APC,,Russia_IMV,Ukraine_IMV,,Russia_Engineering,Ukraine_Engineering,,Russia_Coms,Ukraine_Coms,,Russia_Vehicles,Ukraine_Vehicles,,Russia_Aircraft,Ukraine_Aircraft,,Russia_Infantry,Ukraine_Infantry,,Russia_Logistics,Ukraine_Logistics,,Russia_Armor,Ukraine_Armor,,Russia_Antiair,Ukraine_Antiair,,Russia_Artillery,Ukraine_Artillery,,UNHCR_Ukraine_Border,UNHCR_Ukraine_Refugees,UNHCR_Returning_Ukraine_Refugees
2022-09-25,6397,6,1633,1,3.92,3928,932,,146,41,,307,51,,2016,609,,1192,267,108,392,,614,138,59,178,,1315,245,,166,107,,129,137,,208,25,,156,7,,1675,344,,239,97,,1610,489,,364,32,,1806,405,,107,70,,306,107,,,,
2022-09-26,6396,-1,1655,22,3.86,3926,944,,154,44,,306,53,,2010,614,,1180,270,109,386,,619,141,59,179,,1321,254,,163,110,,129,138,,209,25,,153,7,,1676,346,,239,97,,1613,502,,362,32,,1799,411,,107,70,,306,107,,,,
2022-09-27,6428,32,1659,4,3.87,3951,947,,151,45,,306,53,,2020,614,,1187,270,109,391,,621,141,59,181,,1324,255,,163,113,,130,138,,211,25,,154,7,,1686,346,,239,97,,1617,506,,365,32,,1808,411,,109,70,,311,107,,"13,379,780.00","7,123,222.00","6,256,558.00"
2022-09-28,6468,40,1664,5,3.89,3971,952,,155,45,,305,53,,2037,614,,1190,270,109,395,,625,141,59,183,,1336,257,,164,113,,131,138,,212,25,,156,7,,1698,348,,240,97,,1631,508,,368,32,,1815,411,,109,70,,312,108,,,,
2022-09-29,6526,58,1669,5,3.91,4008,957,,157,45,,303,53,,2058,614,,1211,271,109,399,,585,141,59,185,,1345,257,,204,114,,132,138,,214,25,,157,7,,1712,350,,241,98,,1681,509,,371,32,,1796,412,,109,70,,315,108,,,,
2022-09-30,6567,41,1672,3,3.93,4026,960,,157,45,,303,53,,2081,614,,1224,274,109,409,,589,141,59,189,,1355,258,,204,114,,137,138,,216,25,,161,7,,1715,350,,241,97,,1696,510,,377,32,,1813,415,,109,70,,317,108,,,,
2022-10-01,6608,41,1674,2,3.95,4044,961,,158,46,,303,53,,2103,614,,1232,274,109,411,,589,142,59,188,,1366,258,,204,114,,139,138,,217,25,,162,7,,1726,350,,243,98,,1709,510,,379,32,,1821,416,,109,70,,317,109,,,,
2022-10-02,6647,39,1674,0,3.97,4064,961,,158,46,,303,53,,2122,614,,1241,274,109,417,,594,142,59,190,,1377,258,,205,114,,141,138,,219,25,,163,7,,1731,350,,245,98,,1723,510,,382,32,,1835,416,,109,70,,318,109,,,,
2022-10-03,6681,34,1689,15,3.96,4078,972,,159,46,,304,57,,2140,614,,1248,277,109,420,,598,142,59,192,,1380,259,,208,119,,141,140,,220,25,,163,7,,1742,350,,247,100,,1729,518,,383,32,,1846,419,,109,70,,319,109,,,,
2022-10-04,6723,42,1696,7,3.96,4094,977,,159,48,,306,57,,2164,614,,1262,278,109,430,,602,143,59,195,,1387,259,,212,119,,142,141,,220,25,,164,7,,1750,352,,248,101,,1741,519,,384,32,,1864,421,,109,70,,319,109,,"13,736,198.00","7,267,503.00","6,468,695.00"
2022-10-05,6771,48,1702,6,3.98,4114,981,,158,49,,308,57,,2191,615,,1280,279,109,442,,604,143,59,196,,1400,259,,214,120,,142,143,,221,25,,164,7,,1755,354,,248,101,,1756,522,,385,32,,1884,422,,109,70,,321,109,,,,
2022-10-06,6812,41,1703,1,4.00,4136,982,,158,49,,308,57,,2210,615,,1292,279,109,449,,608,143,59,197,,1406,259,,215,121,,143,143,,221,25,,164,7,,1761,354,,248,101,,1764,523,,385,32,,1900,422,,109,70,,324,109,,,,
2022-10-07,6849,37,1714,11,4.00,4148,989,,158,51,,308,57,,2235,617,,1298,281,110,453,,617,143,59,202,,1415,260,,215,125,,143,145,,222,25,,164,7,,1768,354,,249,101,,1773,530,,386,32,,1915,424,,109,70,,327,111,,,,
2022-10-08,6883,34,1748,34,3.94,4163,1003,,160,57,,307,69,,2253,619,,1300,289,110,457,,620,147,59,204,,1429,267,,218,126,,143,152,,222,24,,164,7,,1773,354,,250,101,,1790,545,,386,31,,1920,436,,110,71,,330,111,,,,
2022-10-09,6941,58,1783,35,3.89,4193,1034,,161,58,,307,71,,2280,620,,1312,292,110,463,,630,154,59,212,,1443,275,,220,131,,143,153,,223,24,,164,7,,1783,358,,252,101,,1806,559,,387,31,,1942,446,,111,71,,334,111,,,,
2022-10-10,6937,-4,1777,-6,3.90,4190,1030,,161,58,,307,69,,2279,620,,1311,290,110,462,,630,151,59,212,,1442,275,,220,131,,143,152,,223,24,,164,7,,1781,358,,252,101,,1805,558,,387,31,,1941,441,,111,71,,334,111,,,,
2022-10-11,6992,55,1796,19,3.89,4225,1050,,163,59,,306,62,,2298,625,,1324,292,110,465,,633,152,59,214,,1452,275,,225,133,,145,160,,223,25,,165,7,,1796,361,,253,102,,1822,568,,388,32,,1957,444,,111,72,,339,113,,"14,031,127.00","7,315,750.00","6,715,377.00"
2022-10-12,7022,30,1806,10,3.89,4240,1057,,164,61,,306,62,,2312,626,,1329,294,110,468,,634,152,59,215,,1459,278,,227,135,,145,160,,223,25,,165,7,,1802,361,,253,103,,1831,573,,388,32,,1963,446,,112,73,,342,114,,,,
2022-10-13,7018,-4,1805,-1,3.89,4240,1056,,161,61,,306,62,,2311,626,,1329,295,110,468,,634,152,59,215,,1459,278,,226,135,,145,160,,223,25,,165,7,,1802,361,,253,103,,1830,573,,388,32,,1963,447,,112,73,,342,114,,,,
2022-10-14,7085,67,1814,9,3.91,4282,1063,,162,61,,306,62,,2335,628,,1337,295,110,471,,643,152,59,219,,1466,280,,229,137,,150,162,,223,25,,168,7,,1810,362,,253,105,,1845,579,,391,32,,1980,447,,112,73,,348,114,,,,
2022-10-15,7108,23,1825,11,3.89,4295,1072,,162,61,,307,63,,2344,629,,1342,297,110,473,,646,152,59,218,,1474,284,,230,138,,151,163,,223,25,,169,7,,1813,363,,253,105,,1855,585,,392,32,,1988,449,,112,75,,349,114,,,,
2022-10-16,7117,9,1859,34,3.83,4299,1084,,162,63,,309,63,,2347,649,,1347,302,113,474,,647,155,59,219,,1475,287,,230,140,,152,163,,223,25,,169,7,,1815,366,,253,106,,1857,590,,392,32,,1994,457,,112,77,,349,120,,,,
2022-10-17,7396,279,1997,138,3.70,4531,1138,,164,63,,305,62,,2396,734,,1393,316,120,482,,675,167,69,224,,1570,313,,240,162,,157,191,,231,29,,177,7,,1882,378,,254,106,,1967,666,,408,36,,2068,483,,114,81,,359,131,,,,
2022-10-18,7421,25,2014,17,3.68,4547,1142,,165,66,,305,62,,2404,744,,1400,316,120,486,,676,168,69,224,,1576,313,,241,170,,157,195,,232,30,,177,7,,1886,379,,254,106,,1974,678,,409,37,,2076,484,,114,83,,365,131,,"14,325,424.00","7,383,572.00","6,941,852.00"
2022-10-19,7428,7,2026,12,3.67,4546,1151,,164,66,,306,62,,2412,747,,1393,319,121,484,,676,170,69,224,,1578,318,,243,172,,158,197,,232,30,,178,7,,1889,380,,256,106,,1979,687,,410,37,,2069,489,,114,83,,367,131,,,,
2022-10-20,7452,24,2041,15,3.65,4564,1157,,164,69,,307,62,,2417,753,,1398,323,123,485,,680,174,72,224,,1582,320,,244,172,,160,197,,234,31,,178,7,,1891,381,,257,106,,1986,689,,412,38,,2078,497,,114,86,,368,131,,,,
2022-10-21,7463,11,2054,13,3.63,4569,1167,,166,69,,307,62,,2421,756,,1399,327,125,485,,680,175,72,224,,1587,325,,244,172,,160,197,,234,31,,178,7,,1893,381,,257,106,,1991,694,,412,38,,2079,502,,114,86,,368,131,,,,
2022-10-22,7474,11,2070,16,3.61,4577,1178,,166,69,,307,62,,2424,761,,1401,333,128,486,,680,180,73,224,,1594,327,,244,177,,160,197,,235,31,,179,7,,1894,381,,257,106,,1998,701,,414,38,,2081,513,,114,87,,370,131,,,,
2022-10-23,7498,24,2073,3,3.62,4594,1180,,166,69,,307,62,,2431,762,,1407,333,128,490,,681,179,73,224,,1602,330,,245,177,,159,199,,235,31,,181,7,,1898,381,,258,106,,2006,706,,416,38,,2088,512,,114,87,,370,131,,,,
2022-10-24,7531,33,2075,2,3.63,4617,1184,,166,67,,308,62,,2440,762,,1415,335,128,490,,682,179,73,225,,1610,331,,246,176,,161,198,,235,31,,183,7,,1902,381,,258,106,,2017,705,,418,38,,2097,514,,114,87,,371,131,,,,
2022-10-25,7559,28,2086,11,3.62,4635,1191,,167,68,,308,63,,2449,764,,1420,334,128,492,,682,179,73,225,,1613,333,,249,176,,164,200,,237,31,,184,7,,1910,383,,258,112,,2026,709,,421,38,,2102,513,,114,87,,372,131,,"14,591,581.00","7,447,364.00","7,144,217.00"
2022-10-26,7595,36,2105,19,3.61,4657,1203,,168,73,,308,63,,2462,766,,1426,337,128,495,,686,181,74,228,,1618,336,,252,179,,165,201,,237,31,,185,7,,1926,383,,258,119,,2035,716,,422,38,,2112,518,,114,87,,373,131,,,,
2022-10-27,7612,17,2112,7,3.60,4670,1206,,168,74,,308,65,,2466,767,,1429,338,128,496,,687,181,74,228,,1622,336,,252,179,,165,204,,237,31,,185,7,,1931,384,,258,121,,2039,719,,422,38,,2116,519,,114,87,,375,132,,,,
2022-10-28,7579,-33,2116,4,3.58,4650,1209,,169,74,,304,66,,2456,767,,1412,339,128,488,,681,182,74,226,,1613,338,,251,179,,163,204,,237,32,,185,7,,1933,384,,258,121,,2027,721,,422,39,,2093,521,,111,87,,376,132,,,,
2022-10-29,7552,-27,2122,6,3.56,4625,1218,,172,74,,297,64,,2458,766,,1419,338,128,491,,683,182,74,227,,1618,344,,250,179,,163,203,,235,32,,181,7,,1894,384,,258,121,,2031,726,,416,39,,2102,520,,111,88,,379,134,,,,
2022-10-30,7552,0,2122,0,3.56,4625,1218,,172,74,,297,64,,2458,766,,1419,338,128,491,,683,182,74,227,,1618,344,,250,179,,163,203,,235,32,,181,7,,1894,384,,258,121,,2031,726,,416,39,,2102,520,,111,88,,379,134,,,,
2022-10-31,7599,47,2128,6,3.57,4658,1221,,175,74,,298,67,,2468,766,,1429,340,128,493,,685,182,74,227,,1633,345,,250,179,,165,204,,235,32,,183,7,,1903,384,,261,123,,2048,728,,418,39,,2114,522,,111,88,,382,134,,,,
2022-11-01,7556,-43,2129,1,3.55,4625,1222,,177,74,,292,67,,2462,766,,1417,340,128,491,,682,182,74,228,,1618,345,,251,179,,161,204,,237,32,,184,7,,1893,384,,261,123,,2030,728,,421,39,,2099,522,,109,88,,380,134,,"14,853,082.00","7,493,866.00","7,359,216.00"
2022-11-02,7583,27,2153,24,3.52,4649,1241,,176,75,,293,67,,2465,770,,1420,341,128,492,,683,185,74,228,,1626,346,,252,180,,161,208,,237,32,,184,7,,1903,386,,263,125,,2039,734,,421,39,,2103,526,,111,95,,380,136,,,,
2022-11-03,7583,0,2153,0,3.52,4649,1241,,176,75,,293,67,,2465,770,,1420,341,128,492,,683,185,74,228,,1626,346,,252,180,,161,208,,237,32,,184,7,,1903,386,,263,125,,2039,734,,421,39,,2103,526,,111,95,,380,136,,,,
2022-11-04,7583,0,2163,10,3.51,4649,1248,,176,78,,293,67,,2465,770,,1420,342,128,492,,683,185,74,228,,1626,347,,252,180,,161,208,,237,32,,184,7,,1903,387,,263,125,,2039,735,,421,39,,2103,527,,111,97,,380,140,,,,
2022-11-05,7581,-2,2164,1,3.50,4647,1249,,176,78,,293,67,,2465,770,,1420,342,128,492,,683,185,74,228,,1626,347,,252,180,,161,208,,237,32,,184,7,,1903,387,,261,125,,2039,735,,421,39,,2103,527,,111,97,,380,141,,,,
2022-11-06,7581,0,2184,20,3.47,4647,1269,,176,79,,293,67,,2465,769,,1420,347,128,492,,683,190,74,228,,1626,348,,252,180,,161,208,,237,32,,184,7,,1903,389,,261,125,,2039,736,,421,39,,2103,537,,111,97,,380,147,,,,
2022-11-07,7671,90,2187,3,3.51,4705,1271,,186,80,,294,67,,2486,769,,1445,347,128,497,,684,190,74,226,,1660,348,,254,180,,163,208,,241,32,,187,7,,1915,389,,261,125,,2077,736,,428,39,,2129,537,,114,98,,380,149,,,,
2022-11-08,7687,16,2196,9,3.50,4713,1281,,185,80,,294,67,,2495,768,,1450,345,127,500,,684,190,74,226,,1661,352,,255,181,,163,209,,241,32,,188,7,,1916,390,,264,125,,2079,742,,429,39,,2134,535,,115,98,,381,152,,"15,107,523.00","7,545,399.00","7,562,124.00"
2022-11-09,7717,30,2200,4,3.51,4731,1280,,184,83,,296,67,,2506,770,,1460,348,128,503,,686,190,74,227,,1669,352,,260,181,,163,210,,242,32,,188,7,,1920,390,,268,126,,2092,743,,430,39,,2146,538,,115,98,,384,150,,,,
2022-11-10,7763,46,2206,6,3.52,4756,1284,,187,84,,296,67,,2524,771,,1465,348,128,504,,691,191,74,229,,1682,354,,259,181,,163,213,,242,32,,190,7,,1927,390,,268,127,,2104,748,,432,39,,2156,539,,115,98,,392,150,,,,
2022-11-11,7811,48,2213,7,3.53,4790,1291,,187,84,,297,67,,2537,771,,1476,349,128,509,,694,192,74,230,,1690,356,,263,181,,165,213,,243,32,,190,7,,1944,392,,268,127,,2118,750,,433,39,,2170,541,,116,98,,393,151,,,,
2022-11-12,7858,47,2222,9,3.54,4820,1300,,187,85,,298,67,,2553,770,,1477,350,128,510,,699,193,74,233,,1712,361,,265,181,,165,214,,245,32,,190,7,,1950,392,,268,128,,2142,756,,435,39,,2176,543,,118,98,,399,151,,,,
2022-11-13,7920,62,2258,36,3.51,4867,1333,,187,87,,298,67,,2568,771,,1485,361,128,515,,703,206,74,234,,1723,363,,266,182,,165,217,,245,33,,191,7,,1966,395,,274,128,,2154,762,,436,40,,2188,567,,120,100,,407,153,,,,
2022-11-14,7920,0,2228,-30,3.55,4867,1315,,187,87,,298,63,,2568,763,,1485,359,128,515,,703,204,72,234,,1723,356,,266,180,,165,210,,245,33,,191,7,,1966,394,,274,128,,2154,746,,436,40,,2188,563,,120,98,,407,150,,,,
2022-11-15,7967,47,2240,12,3.56,4892,1323,,191,90,,299,63,,2585,764,,1491,361,129,518,,705,207,72,236,,1732,356,,266,183,,165,210,,245,33,,191,7,,1979,395,,279,128,,2163,749,,436,40,,2196,568,,120,98,,418,151,,"15,354,147.00","7,606,697.00","7,747,450.00"
2022-11-16,7967,0,2237,-3,3.56,4892,1322,,191,90,,299,63,,2585,762,,1491,361,129,518,,705,207,72,236,,1732,356,,266,183,,165,210,,245,33,,191,7,,1979,395,,279,125,,2163,749,,436,40,,2196,568,,120,98,,418,151,,,,
2022-11-17,7991,24,2264,27,3.53,4899,1348,,194,91,,300,63,,2598,762,,1494,371,129,519,,714,210,72,243,,1739,361,,269,185,,165,210,,245,34,,192,7,,1979,396,,279,126,,2173,756,,437,41,,2208,581,,120,101,,423,152,,,,
2022-11-18,8022,31,2286,22,3.51,4913,1371,,198,94,,300,60,,2611,761,,1499,371,129,521,,715,211,72,243,,1745,361,,269,186,,166,210,,245,34,,193,7,,1984,399,,283,126,,2180,757,,438,41,,2214,582,,120,101,,427,153,,,,
2022-11-19,8023,1,2286,0,3.51,4914,1371,,198,94,,300,60,,2611,761,,1500,371,129,521,,715,211,72,243,,1745,361,,269,186,,166,210,,245,34,,193,7,,1984,399,,283,126,,2180,757,,438,41,,2215,582,,120,101,,427,153,,,,
2022-11-20,8044,21,2288,2,3.52,4927,1372,,198,94,,300,60,,2619,762,,1504,370,129,522,,718,211,72,245,,1750,361,,269,186,,166,213,,245,34,,193,7,,1986,399,,283,126,,2185,760,,438,41,,2222,581,,120,101,,431,153,,,,
2022-11-21,8047,3,2292,4,3.51,4929,1375,,198,94,,300,60,,2620,763,,1503,371,129,521,,718,211,72,245,,1756,362,,270,187,,167,214,,245,34,,193,7,,1988,399,,283,126,,2193,763,,438,41,,2221,582,,120,101,,431,153,,,,
2022-11-22,8047,0,2292,0,3.51,4929,1375,,198,94,,300,60,,2620,763,,1503,371,129,521,,718,211,72,245,,1756,362,,270,187,,167,214,,245,34,,193,7,,1988,399,,283,126,,2193,763,,438,41,,2221,582,,120,101,,431,153,,"15,591,979.00","7,653,118.00","7,938,861.00"
2022-11-23,8062,15,2307,15,3.49,4939,1389,,198,94,,300,60,,2625,764,,1505,371,129,522,,721,214,72,247,,1760,364,,271,188,,168,214,,245,33,,194,7,,1992,402,,283,129,,2199,766,,439,40,,2226,585,,120,101,,430,153,,,,
2022-11-24,8062,0,2305,-2,3.50,4939,1387,,198,94,,300,60,,2625,764,,1505,371,129,522,,721,214,72,247,,1760,362,,271,188,,168,214,,245,33,,194,7,,1992,402,,283,129,,2199,764,,439,40,,2226,585,,120,101,,430,153,,,,
2022-11-25,8085,23,2326,21,3.48,4955,1403,,198,95,,300,64,,2632,764,,1513,372,129,524,,721,218,72,247,,1764,369,,272,189,,168,214,,246,34,,194,7,,1995,408,,283,130,,2204,772,,440,41,,2234,590,,120,101,,432,154,,,,
2022-11-26,8114,29,2331,5,3.48,4980,1407,,198,96,,301,64,,2635,764,,1517,373,129,526,,722,218,72,247,,1766,369,,272,189,,169,214,,247,34,,195,7,,2007,409,,284,130,,2207,772,,442,41,,2239,591,,120,101,,432,157,,,,
2022-11-27,8137,23,2353,22,3.46,5000,1428,,199,96,,302,64,,2636,765,,1520,375,129,525,,724,218,72,247,,1776,369,,274,190,,169,214,,247,34,,195,7,,2011,427,,284,131,,2219,773,,442,41,,2244,593,,120,102,,432,157,,,,
2022-11-28,8137,0,2353,0,3.46,5000,1428,,199,96,,302,64,,2636,765,,1520,375,129,525,,724,218,72,247,,1776,369,,274,190,,169,214,,247,34,,195,7,,2011,427,,284,131,,2219,773,,442,41,,2244,593,,120,102,,432,157,,,,
2022-11-29,8176,39,2355,2,3.47,5033,1428,,199,96,,301,64,,2643,767,,1523,375,130,526,,728,218,72,247,,1789,366,,274,192,,170,214,,247,34,,198,7,,2021,431,,285,131,,2233,772,,445,41,,2251,593,,120,102,,434,156,,"15,835,332.00","7,709,557.00","8,125,775.00"
2022-11-30,8176,0,2355,0,3.47,5033,1428,,199,96,,301,64,,2643,767,,1523,375,130,526,,728,218,72,247,,1789,366,,274,192,,170,214,,247,34,,198,7,,2021,431,,285,131,,2233,772,,445,41,,2251,593,,120,102,,434,156,,,,
2022-12-01,8200,24,2363,8,3.47,5047,1435,,199,96,,301,64,,2653,768,,1530,377,130,530,,729,219,72,247,,1793,367,,274,192,,170,216,,247,34,,199,7,,2029,432,,286,131,,2237,775,,446,41,,2259,596,,120,102,,436,156,,,,
2022-12-02,8200,0,2363,0,3.47,5047,1435,,199,96,,301,64,,2653,768,,1530,377,130,530,,729,219,72,247,,1793,367,,274,192,,170,216,,247,34,,199,7,,2029,432,,286,131,,2237,775,,446,41,,2259,596,,120,102,,436,156,,,,
2022-12-03,8248,48,2372,9,3.48,5079,1441,,199,97,,302,64,,2668,770,,1538,378,130,535,,733,219,72,247,,1802,369,,274,194,,169,216,,247,34,,201,7,,2039,432,,286,132,,2245,779,,448,41,,2271,597,,121,102,,438,159,,,,
2022-12-04,8248,0,2558,186,3.22,5079,1581,,199,105,,302,64,,2668,808,,1538,436,143,535,,733,232,73,247,,1802,408,,274,202,,169,239,,247,34,,201,7,,2039,460,,286,133,,2245,849,,448,41,,2271,668,,121,108,,438,169,,,,
2022-12-05,8272,24,2557,-1,3.24,5102,1580,,201,105,,302,64,,2667,808,,1541,435,143,536,,735,232,73,248,,1814,408,,274,203,,170,239,,249,34,,203,7,,2047,460,,291,133,,2258,850,,452,41,,2276,667,,121,110,,438,169,,,,
2022-12-06,8272,0,2557,0,3.24,5102,1580,,201,105,,302,64,,2667,808,,1541,435,143,536,,735,232,73,248,,1814,408,,274,203,,170,239,,249,34,,203,7,,2047,460,,291,133,,2258,850,,452,41,,2276,667,,121,110,,438,169,,"16,087,565.00","7,777,847.00","8,309,718.00"
2022-12-07,8295,23,2563,6,3.24,5119,1584,,202,107,,301,64,,2673,808,,1545,435,143,536,,735,232,72,248,,1821,409,,275,203,,172,240,,249,34,,204,7,,2051,462,,291,133,,2268,852,,453,41,,2280,667,,121,110,,441,170,,,,
2022-12-08,8376,81,2563,0,3.27,5187,1584,,202,107,,301,64,,2686,808,,1551,435,143,537,,739,232,72,249,,1832,409,,275,203,,175,240,,252,34,,205,7,,2102,462,,291,133,,2282,852,,457,41,,2290,667,,121,110,,443,170,,,,
2022-12-09,8376,0,2563,0,3.27,5187,1584,,202,107,,301,64,,2686,808,,1551,435,143,537,,739,232,72,249,,1832,409,,275,203,,175,240,,252,34,,205,7,,2102,462,,291,133,,2282,852,,457,41,,2290,667,,121,110,,443,170,,,,
2022-12-10,8398,22,2586,23,3.25,5216,1604,,205,109,,303,65,,2674,808,,1566,438,143,534,,739,234,72,248,,1837,415,,278,205,,175,244,,252,34,,206,7,,2114,462,,292,135,,2290,864,,458,41,,2305,672,,120,111,,448,170,,,,
2022-12-11,8398,0,2586,0,3.25,5216,1604,,205,109,,303,65,,2674,808,,1566,438,143,534,,739,234,72,248,,1837,415,,278,205,,175,244,,252,34,,206,7,,2114,462,,292,135,,2290,864,,458,41,,2305,672,,120,111,,448,170,,"16,331,091.00","7,835,246.00","8,495,845.00"
2022-12-12,8424,26,2598,12,3.24,5236,1614,,206,109,,302,66,,2680,809,,1570,435,143,534,,737,234,72,248,,1852,417,,279,207,,175,246,,252,34,,207,7,,2114,465,,292,137,,2306,870,,459,41,,2307,669,,121,110,,453,170,,,,
2022-12-13,8424,0,2598,0,3.24,5236,1614,,206,109,,302,66,,2680,809,,1570,435,143,534,,737,234,72,248,,1852,417,,279,207,,175,246,,252,34,,207,7,,2114,465,,292,137,,2306,870,,459,41,,2307,669,,121,110,,453,170,,,,
2022-12-14,8463,39,2604,6,3.25,5263,1619,,209,109,,304,66,,2687,810,,1579,435,143,534,,740,235,72,250,,1861,418,,280,207,,177,246,,255,34,,208,8,,2126,467,,292,138,,2318,871,,463,42,,2319,670,,122,110,,453,170,,,,
2022-12-15,8463,0,2604,0,3.25,5263,1619,,209,109,,304,66,,2687,810,,1579,435,143,534,,740,235,72,250,,1861,418,,280,207,,177,246,,255,34,,208,8,,2126,467,,292,138,,2318,871,,463,42,,2319,670,,122,110,,453,170,,,,
2022-12-16,8480,17,2613,9,3.25,5277,1627,,210,109,,304,67,,2689,810,,1579,436,143,534,,742,236,72,250,,1864,419,,280,207,,177,246,,254,34,,208,8,,2138,468,,292,139,,2321,872,,462,42,,2321,672,,122,113,,453,170,,,,
2022-12-17,8480,0,2613,0,3.25,5277,1627,,210,109,,304,67,,2689,810,,1579,436,143,534,,742,236,72,250,,1864,419,,280,207,,177,246,,254,34,,208,8,,2138,468,,292,139,,2321,872,,462,42,,2321,672,,122,113,,453,170,,,,
2022-12-18,8480,0,2613,0,3.25,5277,1627,,210,109,,304,67,,2689,810,,1579,436,143,534,,742,236,72,250,,1864,419,,280,207,,177,246,,254,34,,208,8,,2138,468,,292,139,,2321,872,,462,42,,2321,672,,122,113,,453,170,,,,
2022-12-19,8480,0,2613,0,3.25,5277,1627,,210,109,,304,67,,2689,810,,1579,436,143,534,,742,236,72,250,,1864,419,,280,207,,177,246,,254,34,,208,8,,2138,468,,292,139,,2321,872,,462,42,,2321,672,,122,113,,453,170,,,,
2022-12-20,8515,35,2623,10,3.25,5307,1632,,210,110,,304,67,,2694,814,,1585,436,143,534,,744,236,72,252,,1871,420,,280,207,,177,247,,258,36,,210,8,,2146,471,,292,140,,2328,874,,468,44,,2329,672,,123,114,,452,171,,"16,595,007.00","7,883,605.00","8,711,402.00"
2022-12-21,8521,6,2627,4,3.24,5312,1636,,210,110,,304,67,,2695,814,,1585,436,143,534,,745,236,72,253,,1871,420,,280,207,,177,247,,258,36,,211,8,,2147,471,,293,140,,2328,874,,469,44,,2330,672,,129,116,,453,173,,,,
2022-12-22,8533,12,2637,10,3.24,5323,1644,,210,110,,304,67,,2696,816,,1589,436,143,534,,745,237,72,253,,1874,425,,280,208,,178,249,,258,36,,211,8,,2149,471,,294,140,,2332,882,,469,44,,2334,673,,129,116,,453,173,,,,
2022-12-23,8536,3,2641,4,3.23,5324,1648,,210,110,,304,67,,2698,816,,1590,436,143,535,,745,237,72,253,,1874,425,,280,209,,178,249,,258,36,,211,8,,2151,471,,294,140,,2332,883,,469,44,,2335,673,,129,117,,453,173,,,,
2022-12-24,8536,0,2641,0,3.23,5324,1648,,210,110,,304,67,,2698,816,,1590,436,143,535,,745,237,72,253,,1874,425,,280,209,,178,249,,258,36,,211,8,,2151,471,,294,140,,2332,883,,469,44,,2335,673,,129,117,,453,173,,,,
2022-12-25,8471,-65,2646,5,3.20,5288,1652,,209,111,,304,67,,2670,816,,1577,438,143,527,,735,237,72,251,,1861,427,,280,209,,175,249,,259,36,,212,8,,2145,471,,295,140,,2316,885,,471,44,,2312,675,,126,117,,449,174,,,,
2022-12-26,8471,0,2646,0,3.20,5288,1652,,209,111,,304,67,,2670,816,,1577,438,143,527,,735,237,72,251,,1861,427,,280,209,,175,249,,259,36,,212,8,,2145,471,,295,140,,2316,885,,471,44,,2312,675,,126,117,,449,174,,,,
2022-12-27,8497,26,2651,5,3.21,5306,1657,,214,111,,304,67,,2673,816,,1584,438,143,528,,738,237,72,252,,1861,428,,280,209,,175,250,,259,36,,212,8,,2146,472,,295,140,,2316,887,,471,44,,2322,675,,126,117,,449,176,,"16,867,334.00","7,914,848.00","8,952,486.00"
2022-12-28,8497,0,2651,0,3.21,5306,1657,,214,111,,304,67,,2673,816,,1584,438,143,528,,738,237,72,252,,1861,428,,280,209,,175,250,,259,36,,212,8,,2146,472,,295,140,,2316,887,,471,44,,2322,675,,126,117,,449,176,,,,
2022-12-29,8529,32,2661,10,3.21,5327,1666,,216,112,,306,67,,2680,816,,1593,438,143,529,,742,241,72,254,,1869,429,,280,212,,176,250,,260,36,,214,8,,2149,473,,295,140,,2325,891,,474,44,,2335,679,,126,117,,451,176,,,,
2022-12-30,8529,0,2661,0,3.21,5327,1666,,216,112,,306,67,,2680,816,,1593,438,143,529,,742,241,72,254,,1869,429,,280,212,,176,250,,260,36,,214,8,,2149,473,,295,140,,2325,891,,474,44,,2335,679,,126,117,,451,176,,,,
2022-12-31,8560,31,2677,16,3.20,5352,1678,,218,112,,303,68,,2687,819,,1600,439,144,531,,743,242,73,255,,1872,435,,283,212,,176,250,,261,36,,217,8,,2156,478,,297,140,,2331,897,,478,44,,2343,681,,127,119,,453,177,,,,
2023-01-01,8560,0,2677,0,3.20,5352,1678,,218,112,,303,68,,2687,819,,1600,439,144,531,,743,242,73,255,,1872,435,,283,212,,176,250,,261,36,,217,8,,2156,478,,297,140,,2331,897,,478,44,,2343,681,,127,119,,453,177,,,,
2023-01-02,8560,0,2677,0,3.20,5352,1678,,218,112,,303,68,,2687,819,,1600,439,144,531,,743,242,73,255,,1872,435,,283,212,,176,250,,261,36,,217,8,,2156,478,,297,140,,2331,897,,478,44,,2343,681,,127,119,,453,177,,,,
2023-01-03,8590,30,2699,22,3.18,5375,1697,,218,114,,302,68,,2695,820,,1603,441,144,533,,750,248,73,255,,1879,441,,283,214,,176,254,,261,36,,217,8,,2163,478,,297,140,,2338,909,,478,44,,2353,689,,127,119,,455,178,,"17,139,782.00","7,959,103.00","9,180,679.00"
