Date,Russia_Total,Change,Ukraine_Total,Change,Ratio RU/UA,Russia_Destroyed,Ukraine_Destroyed,,Russia_Damaged,Ukraine_Damaged,,Russia_Abandoned,Ukraine_Abandoned,,Russia_Captured,Ukraine_Captured,,Russia_Tanks,Ukraine_Tanks,Russia_Tank_Capture,Ukraine_Tank_Capture,,Russia_AFV,Ukraine_AFV,Russia_AFV_Capture,Ukraine_AFV_Capture,,Russia_IFV,Ukraine_IFV,,Russia_APC,Ukraine_APC,,Russia_IMV,Ukraine_IMV,,Russia_Engineering,Ukraine_Engineering,,Russia_Coms,Ukraine_Coms,,Russia_Vehicles,Ukraine_Vehicles,,Russia_Aircraft,Ukraine_Aircraft,,Russia_Infantry,Ukraine_Infantry,,Russia_Logistics,Ukraine_Logistics,,Russia_Armor,Ukraine_Armor,,Russia_Antiair,Ukraine_Antiair,,Russia_Artillery,Ukraine_Artillery,,UNHCR_Ukraine_Border,UNHCR_Ukraine_Refugees,UNHCR_Returning_Ukraine_Refugees
2022-05-28,4173,18,1105,23,3.78,2429,525,,75,25,,316,35,,1353,520,,736,185,92,248,,411,83,50,135,,806,122,,112,64,,110,51,,159,13,,79,2,,1185,295,,151,57,,1028,237,,238,15,,1147,268,,88,69,,180,64,,"6,771,963.00","4,760,304.00","2,011,659.00"
2022-05-29,4178,5,1106,1,3.78,2432,526,,75,25,,316,35,,1355,520,,738,185,92,248,,411,83,50,135,,809,122,,112,64,,110,51,,159,13,,79,2,,1184,295,,151,58,,1031,237,,238,15,,1149,268,,88,69,,181,64,,"6,801,987.00","4,753,851.00","2,048,136.00"
2022-05-30,4187,9,1116,10,3.75,2439,530,,75,24,,316,35,,1357,527,,741,186,92,251,,411,83,50,135,,818,129,,112,65,,110,51.5,,159,13,,79,2,,1185,295,,147,55,,1040,245.5,,238,15,,1152,269,,88,69,,181,67,,"6,888,355.00","4,807,807.00","2,080,548.00"
2022-05-31,4191,4,1120,4,3.74,2443,532,,75,24,,316,35,,1357,529,,742,187,93,252,,412,84,50,135,,819,130,,112,65,,110,52,,159,13,,79,2,,1186,295,,148,55,,1041,247,,238,15,,1154,271,,88,69,,181,67,,"6,937,546.00","4,844,780.00","2,092,766.00"
2022-06-01,4205,14,1122,2,3.75,2455,535,,72,24,,316,35,,1362,528,,747,187,93,254,,413,85,50,135,,825,130,,112,65,,110,51.5,,159,13,,79,2,,1187,295,,149,55,,1047,246.5,,238,15,,1160,272,,88,69,,181,69,,"6,983,041.00","4,834,344.00","2,148,697.00"
2022-06-02,4211,6,1122,0,3.75,2458,535,,72,24,,316,35,,1365,528,,749,187,93,255,,413,85,50,135,,825,130,,112,65,,110,51.5,,159,13,,79,2,,1187,295,,153,55,,1047,246.5,,238,15,,1162,272,,88,69,,181,69,,"7,011,820.00","4,909,773.00","2,102,047.00"
2022-06-03,4213,2,1122,0,3.75,2458,535,,72,24,,316,35,,1367,528,,751,187,93,257,,413,85,50,135,,825,130,,112,65,,110,51.5,,159,13,,79,2,,1187,295,,153,55,,1047,246.5,,238,15,,1164,272,,88,69,,181,69,,"7,041,655.00","4,869,394.00","2,172,261.00"
2022-06-04,4237,24,1130,8,3.75,2475,541,,73,24,,318,35,,1371,530,,761,190,95,259,,416,85,50,135,,829,131,,112,66,,110,52,,159,13,,80,2,,1189,297,,154,55,,1051,249,,239,15,,1177,275,,88,69,,182,70,,"7,071,169.00","4,874,326.00","2,196,843.00"
2022-06-05,4237,0,1133,3,3.74,2477,541,,73,24,,317,35,,1370,533,,759,191,96,259,,417,85,50,135,,828,131,,112,66,,110,52.5,,159,13,,80,2,,1190,297,,155,55,,1050,249.5,,239,15,,1176,276,,88,69,,182,70,,"7,096,489.00","4,871,810.00","2,224,679.00"
2022-06-06,4245,8,1137,4,3.73,2483,543,,74,24,,316,35,,1372,535,,761,191,96,259,,417,87,52,135,,832,131,,115,66,,110,52.5,,159,13,,80,2,,1191,298,,155,56,,1057,249.5,,239,15,,1178,278,,88,69,,181,70,,"7,122,084.00","4,871,474.00","2,250,610.00"
2022-06-07,4254,9,1139,2,3.73,2490,545,,75,24,,316,35,,1373,535,,761,191,96,259,,419,87,52,135,,834,132,,115,66,,110,52.5,,159,13,,80,2,,1194,298,,156,57,,1059,250.5,,239,15,,1180,278,,88,69,,181,70,,"7,151,034.00","4,877,874.00","2,273,160.00"
2022-06-08,4271,17,1139,0,3.75,2506,545,,78,24,,316,35,,1371,535,,760,191,96,258,,419,87,52,134,,840,132,,115,66,,112,52.5,,158,13,,80,2,,1200,298,,157,57,,1067,250.5,,238,15,,1179,278,,88,69,,182,70,,"7,313,667.00","4,951,294.00","2,362,373.00"
2022-06-09,4273,2,1142,3,3.74,2509,545,,78,25,,315,35,,1371,537,,762,192,97,258,,420,87,52,134,,840,132,,115,66,,108,53,,158,13,,80,2,,1202,298,,157,57,,1063,251,,238,15,,1182,279,,88,69,,182,71,,"7,363,623.00","4,975,789.00","2,387,834.00"
2022-06-10,4306,33,1147,5,3.75,2539,548,,79,27,,317,35,,1371,537,,766,193,97,259,,422,87,52,134,,845,132,,116,66,,108,53,,157,13,,80,2,,1212,298,,159,58,,1069,251,,237,15,,1188,280,,88,69,,183,73,,"7,420,775.00","5,003,122.00","2,417,653.00"
2022-06-11,4312,6,1147,0,3.76,2544,548,,79,27,,317,35,,1372,537,,767,193,97,259,,422,87,52,134,,846,132,,116,66,,108,53,,157,13,,80,2,,1215,298,,159,58,,1070,251,,237,15,,1189,280,,88,69,,184,73,,"7,476,185.00","5,028,326.00","2,447,859.00"
2022-06-12,4338,26,1147,0,3.78,2564,548,,81,27,,317,35,,1376,537,,774,193,97,262,,426,87,52,134,,848,132,,116,66,,108,53,,157,13,,80,2,,1226,298,,160,58,,1072,251,,237,15,,1200,280,,88,69,,185,73,,"7,521,823.00","5,046,033.00","2,475,790.00"
2022-06-13,4349,11,1151,4,3.78,2573,550,,81,27,,319,35,,1376,539,,774,193,97,262,,430,87,52,134,,851,134,,116,66,,108,53,,157,13,,80,2,,1226,298,,161,60,,1075,253,,237,15,,1204,280,,88,69,,185,73,,"7,567,024.00","5,087,626.00","2,479,398.00"
2022-06-14,4353,4,1151,0,3.78,2577,550,,81,27,,319,35,,1376,539,,774,193,97,262,,432,87,52,134,,853,134,,116,66,,108,53,,157,13,,80,2,,1226,298,,161,60,,1077,253,,237,15,,1206,280,,88,69,,185,73,,"7,616,655.00","5,064,844.00","2,551,811.00"
2022-06-15,4353,0,1158,7,3.76,2577,557,,81,27,,319,35,,1376,539,,774,193,97,262,,432,89,52,134,,853,135,,116,67,,108,53,,157,13,,80,2,,1226,299,,161,61,,1077,255,,237,15,,1206,282,,88,69,,185,74,,"7,671,621.00","5,088,571.00","2,583,050.00"
2022-06-16,4344,-9,1159,1,3.75,2571,557,,80,27,,318,35,,1375,540,,781,193,97,263,,432,89,52,134,,854,135,,116,67,,108,104,,157,13,,80,2,,1200,299,,166,61,,1078,306,,237,15,,1213,282,,88,69,,185,74,,"7,703,857.00","5,108,390.00","2,595,467.00"
2022-06-17,4344,0,1159,0,3.75,2571,557,,80,27,,318,35,,1375,540,,781,193,97,263,,432,89,52,134,,854,135,,116,67,,108,104,,157,13,,80,2,,1200,299,,166,61,,1078,306,,237,15,,1213,282,,88,69,,185,74,,"7,786,169.00","5,079,076.00","2,707,093.00"
2022-06-18,4337,-7,1159,0,3.74,2583,557,,83,27,,322,35,,1349,540,,762,193,97,250,,432,89,52,132,,854,135,,116,67,,108,104,,168,13,,86,2,,1181,299,,167,61,,1078,306,,254,15,,1194,282,,88,69,,186,74,,"7,843,040.00","5,102,693.00","2,740,347.00"
2022-06-19,4359,22,1172,13,3.72,2601,566,,82,28,,321,35,,1355,543,,767,195,98,252,,434,90,52,133,,865,138,,117,68,,108,106,,166,15,,85,3,,1183,299,,169,62,,1090,312,,251,18,,1201,285,,88,69,,189,74,,"7,899,287.00","5,126,097.00","2,773,190.00"
2022-06-20,4359,0,1174,2,3.71,2601,569,,82,28,,321,34,,1355,543,,767,195,98,252,,434,90,52,133,,865,138,,117,67,,108,109,,166,15,,85,3,,1183,299,,169,62,,1090,314,,251,18,,1201,285,,88,69,,189,74,,"7,950,234.00","5,146,139.00","2,804,095.00"
2022-06-21,4375,16,1184,10,3.70,2614,577,,84,28,,322,36,,1355,543,,770,197,98,252,,435,90,52,133,,873,142,,117,67,,108,109,,166,15,,85,3,,1184,301,,172,62,,1098,318,,251,18,,1205,287,,88,69,,189,76,,"8,007,015.00","5,170,452.00","2,836,563.00"
